timestamp,mse
1630604489.09996,0.0064
1630604489.19992,0.0032
1630604489.30071,0.00213333333333333
1630604489.40067,0.0016
1630604489.50063,0.00128
1630604489.60059,0.00106666666666667
1630604489.70055,0.000914285714285714
1630604489.80051,0.0008
1630604489.90047,0.000711111111111111
1630604490.00043,0.00064
1630604490.10039,0.000581818181818182
1630604490.20035,0.000533333333333333
1630604490.30031,0.000492307692307692
1630604490.40027,0.000457142857142857
1630604490.50023,0.000426666666666667
1630604490.60019,0.0004
1630604490.70015,0.000376470588235294
1630604490.80011,0.000355555555555556
1630604490.90007,0.000336842105263158
1630604491.00003,0.00032
1630604491.09999,0.000304761904761905
1630604491.19995,0.000290909090909091
1630604491.29991,0.000278260869565217
1630604491.40071,0.000266666666666667
1630604491.50067,0.000256
1630604491.60063,0.000246153846153846
1630604491.70059,0.000237037037037037
1630604491.80055,0.000228571428571429
1630604491.90051,0.000220689655172414
1630604492.00047,0.000213333333333333
1630604492.10043,0.000206451612903226
1630604492.20039,0.0002
1630604492.30035,0.000193939393939394
1630604492.40031,0.000188235294117647
1630604492.50027,0.000182857142857143
1630604492.60023,0.000177777777777778
1630604492.70019,0.000172972972972973
1630604492.80015,0.000168421052631579
1630604492.90011,0.000164102564102564
1630604493.00007,0.00016
1630604493.10003,0.00015609756097561
1630604493.19999,0.00017713025334757
1630604493.29995,0.000237974984662654
1630604493.39991,0.000321962072249996
1630604493.5007,0.000432449573945886
1630604493.60066,0.000561549886369941
1630604493.70062,0.000709391567292767
1630604493.80058,0.000862608170357514
1630604493.90054,0.00103366215621095
1630604494.0005,0.00119171564922454
1630604494.10046,0.00136701264555146
1630604494.20042,0.00155944069663323
1630604494.30038,0.00173284472560375
1630604494.40034,0.00188662975876777
1630604494.5003,0.00209757896665468
1630604494.60026,0.0023452929138033
1630604494.70022,0.0015006483320205
1630604494.80018,8.48561922268072e-05
1630604494.90014,0.000345132780705561
1630604495.0001,0.000978362047271817
1630604495.10006,0.000823126330798763
1630604495.20002,0.000249917714254453
1630604495.29998,2.18579949661472e-05
1630604495.39994,0.00059390908085728
1630604495.50073,0.00118979039051935
1630604495.60069,0.00126692152922163
1630604495.70065,0.000664076729872834
1630604495.80061,0.000200830989127081
1630604495.90057,1.50174455440653e-05
1630604496.00053,1.66702619213385e-05
1630604496.10049,2.8155341653047e-05
1630604496.20045,2.78963614206443e-05
1630604496.30041,2.52840276734108e-05
1630604496.40037,1.93144026793038e-05
1630604496.50033,3.29687913656553e-05
1630604496.60029,5.99408984758733e-05
1630604496.70025,8.31719494036907e-05
1630604496.80021,0.000106289408484138
1630604496.90017,0.000132494210541727
1630604497.00013,0.000181924611395164
1630604497.10009,0.000295919597210699
1630604497.20005,0.000533099968452712
1630604497.30001,0.000720633940663446
1630604497.39997,0.000828853984131034
1630604497.49993,0.000700098379215874
1630604497.60072,0.000509909232018423
1630604497.70069,0.00035812520219297
1630604497.80064,0.000207310931768889
1630604497.9006,0.00013496077058856
1630604498.00056,0.00016852926138746
1630604498.10052,0.000256351715112351
1630604498.20048,0.00040953144680684
1630604498.30044,0.000480301500487061
1630604498.4004,0.000388900865138455
1630604498.50037,0.000225865299829965
1630604498.60032,0.000103546128015222
1630604498.70028,4.81957251698103e-05
1630604498.80025,4.39326142543857e-05
1630604498.9002,3.63998012409849e-05
1630604499.00016,3.20748182538665e-05
1630604499.10012,2.02074039699187e-05
1630604499.20008,1.88677772612889e-05
1630604499.30005,1.76975329067231e-05
1630604499.4,2.56395302527621e-05
1630604499.49996,2.29817828395662e-05
1630604499.59993,7.63328332275538e-06
1630604499.70072,1.12154838073386e-06
1630604499.80068,4.29900876654639e-08
1630604499.90064,2.75707847126108e-07
1630604500.0006,1.0313085093391e-06
1630604500.10056,2.0815591414434e-06
1630604500.20052,6.8202736785024e-06
1630604500.30048,3.45946816192163e-06
1630604500.40044,4.72096534881879e-06
1630604500.5004,1.04361716265611e-05
1630604500.60036,2.4006992604102e-05
1630604500.70032,1.33561081774921e-05
1630604500.80028,1.4093156324151e-06
1630604500.90024,4.61631214339859e-07
1630604501.0002,1.07950175142651e-06
1630604501.10016,9.16698166034148e-06
1630604501.20012,2.07317284098793e-05
1630604501.30008,4.50978807197848e-05
1630604501.40004,4.68138508499955e-05
1630604501.5,3.96538345282765e-05
1630604501.59996,3.54482747546626e-05
1630604501.69992,1.5005491607243e-05
1630604501.80071,2.14427801619822e-05
1630604501.90067,1.91405480220025e-05
1630604502.00063,6.4021623429881e-06
1630604502.10059,1.125957692904e-08
1630604502.20055,1.0950373922706e-06
1630604502.30051,5.10700648143721e-06
1630604502.40047,5.7200727786036e-06
1630604502.50043,7.85935524893186e-07
1630604502.60039,1.57670124511428e-06
1630604502.70035,1.02254878797249e-05
1630604502.80031,3.92692365299125e-05
1630604502.90027,5.45710131178447e-05
1630604503.00023,2.82330955872097e-05
1630604503.10019,1.36082280697913e-05
1630604503.20015,8.43472263574594e-06
1630604503.30011,1.33762024153122e-05
1630604503.40007,1.83326995125349e-05
1630604503.50003,3.16219845847794e-05
1630604503.59999,3.48460539756041e-05
1630604503.69995,3.73505591365093e-05
1630604503.79991,1.74476346270729e-05
1630604503.9007,3.9141452503054e-06
1630604504.00066,4.88897666120978e-06
1630604504.10062,8.83636163511294e-06
1630604504.20058,7.11940529855719e-06
1630604504.30054,8.24467128613545e-07
1630604504.4005,2.01276156599742e-07
1630604504.50046,9.14758149026929e-09
1630604504.60042,7.89582464232059e-07
1630604504.70038,1.51354210409191e-08
1630604504.80034,1.60874496949719e-07
1630604504.9003,7.46478178103951e-08
1630604505.00026,6.25486770835214e-09
1630604505.10022,1.167141916506e-05
1630604505.20018,3.08686901675983e-05
1630604505.30014,1.43530944189011e-05
1630604505.4001,9.56962626786874e-07
1630604505.50006,6.92389958562925e-07
1630604505.60002,5.96923181375798e-08
1630604505.69998,1.33659638853354e-05
1630604505.79994,3.78629461912033e-05
1630604505.90074,4.79154399184927e-05
1630604506.0007,5.07616200521065e-05
1630604506.10066,4.3864186268513e-05
1630604506.20062,3.52861841086861e-05
1630604506.30058,2.8483309652178e-05
1630604506.40054,2.83562466615077e-05
1630604506.5005,1.05621092510796e-05
1630604506.60046,4.49788602077368e-06
1630604506.70042,1.33913816146116e-06
1630604506.80038,2.08395578693652e-07
1630604506.90034,1.69284072634548e-08
1630604507.0003,1.66430898585352e-08
1630604507.10026,1.2679656191142e-07
1630604507.20022,3.07903196316724e-07
1630604507.30018,1.8290520987595e-06
1630604507.40014,4.09128251532288e-06
1630604507.5001,3.84420608310676e-06
1630604507.60006,1.37247827700786e-06
1630604507.70002,2.12916585649392e-06
1630604507.79998,2.87312414776159e-06
1630604507.89994,1.88620224926782e-06
1630604508.00073,5.3600439019167e-06
1630604508.10069,3.47560817683867e-06
1630604508.20065,2.15577105009683e-06
1630604508.30061,8.02071312011024e-07
1630604508.40057,8.8358026440337e-06
1630604508.50053,2.91583383036307e-05
1630604508.60049,4.79647028811936e-05
1630604508.70045,3.20637870407703e-05
1630604508.80041,2.19824474217141e-05
1630604508.90037,9.23244141748567e-06
1630604509.00033,2.34657611601733e-06
1630604509.10029,2.4417776655297e-06
1630604509.20025,7.70405454818848e-06
1630604509.30021,2.01265025312167e-05
1630604509.40017,2.23057100931175e-05
1630604509.50013,1.95430942185042e-05
1630604509.60009,8.22842820757206e-06
1630604509.70005,2.09955832864085e-06
1630604509.80001,7.05724316165574e-07
1630604509.89997,2.19381342362606e-07
