timestamp,timeus,DesR,R,DesP,P,DesY,Y,ErrRP,ErrYaw
1617985097.8,36228836,0,0.07,0,0.05,352.9,352.91,0,0
1617985097.89996,36328796,0,0.07,0,0.05,352.9,352.91,0,0
1617985097.99992,36428756,0,0.07,0,0.05,352.9,352.91,0,0
1617985098.09988,36528716,0,0.07,0,0.05,352.9,352.91,0,0
1617985098.19984,36628676,0,0.07,0,0.05,352.9,352.91,0,0
1617985098.2998,36728636,0,0.07,0,0.05,352.9,352.91,0,0
1617985098.39976,36828596,0,0.07,0,0.05,352.9,352.91,0,0
1617985098.49972,36928556,0,0.07,0,0.05,352.9,352.91,0,0
1617985098.59968,37028516,0,0.07,0,0.05,352.9,352.91,0,0
1617985098.69964,37128476,0,0.07,0,0.05,352.9,352.91,0,0
1617985098.7996,37228436,0,0.07,0,0.05,352.9,352.91,0,0
1617985098.89956,37328396,0,0.07,0,0.05,352.9,352.91,0,0
1617985098.99952,37428356,0,0.07,0,0.05,352.9,352.91,0,0
1617985099.09948,37528316,0,0.07,0,0.05,352.9,352.91,0,0
1617985099.19944,37628276,0,0.07,0,0.05,352.9,352.91,0,0
1617985099.2994,37728236,0,0.07,0,0.05,352.9,352.91,0,0
1617985099.39936,37828196,0,0.07,0,0.05,352.9,352.91,0,0
1617985099.49932,37928156,0,0.07,0,0.05,352.9,352.91,0,0
1617985099.60011,38028949,0,0.07,0,0.05,352.9,352.91,0,0
1617985099.70007,38128909,0,0.07,0,0.05,352.9,352.91,0,0
1617985099.80003,38228869,0,0.07,0,0.05,352.9,352.91,0,0
1617985099.89999,38328829,0,0.07,0,0.05,352.9,352.91,0,0
1617985099.99995,38428789,0,0.07,0,0.06,352.9,352.91,0,0
1617985100.09991,38528749,0,0.07,0,0.06,352.9,352.91,0,0
1617985100.19987,38628709,0,0.07,0,0.06,352.9,352.91,0,0
1617985100.29983,38728669,0,0.07,0,0.06,352.9,352.91,0,0
1617985100.39979,38828629,0,0.07,0,0.06,352.9,352.91,0,0
1617985100.49975,38928589,0,0.07,0,0.06,352.9,352.91,0,0
1617985100.59971,39028549,0,0.07,0,0.06,352.9,352.91,0,0
1617985100.69967,39128509,0,0.07,0,0.06,352.9,352.91,0,0
1617985100.79963,39228469,0,0.07,0,0.06,352.9,352.91,0,0
1617985100.89959,39328429,0,0.07,0,0.06,352.9,352.91,0,0
1617985100.99955,39428389,0,0.07,0,0.06,352.9,352.91,0,0
1617985101.09951,39528349,0,0.07,0,0.06,352.9,352.91,0,0
1617985101.19947,39628309,0,0.07,0,0.06,352.9,352.91,0,0
1617985101.29943,39728269,0,0.08,0,0.06,352.9,352.91,0,0
1617985101.39939,39828229,0,0.08,0,0.06,352.9,352.91,0,0
1617985101.49935,39928189,0,0.08,0,0.06,352.89,352.9,0,0
1617985101.60015,40028982,0,0.08,0,0.06,352.89,352.9,0,0
1617985101.70011,40128942,0,0.08,0,0.06,352.89,352.9,0,0
1617985101.80007,40228902,0,0.08,0,0.06,352.89,352.9,0,0
1617985101.90003,40328862,0,0.08,0,0.06,352.89,352.9,0,0
1617985101.99999,40428822,0,0.08,0,0.06,352.89,352.9,0,0
1617985102.09995,40528782,0,0.08,0,0.07,352.89,352.9,0,0
1617985102.19991,40628742,0,0.09,0,0.07,352.89,352.9,0,0
1617985102.29987,40728702,0,0.09,0,0.07,352.89,352.9,0,0
1617985102.39983,40828662,0,0.09,0,0.07,352.89,352.9,0,0
1617985102.49979,40928622,0,0.09,0,0.07,352.89,352.9,0,0
1617985102.59975,41028582,0,0.09,0,0.07,352.89,352.9,0,0
1617985102.69971,41128542,0,0.09,0,0.08,352.89,352.9,0,0
1617985102.79967,41228502,0,0.09,0,0.08,352.89,352.9,0,0
1617985102.89963,41328462,0,0.1,0,0.08,352.89,352.9,0,0
1617985102.99959,41428422,0,0.1,0,0.08,352.89,352.9,0,0
1617985103.09955,41528382,0,0.1,0,0.08,352.89,352.9,0,0
1617985103.19951,41628342,0,0.1,0,0.08,352.89,352.9,0,0
1617985103.29947,41728302,0,0.1,0,0.08,352.88,352.89,0,0
1617985103.39943,41828262,0,0.1,0,0.08,352.88,352.89,0,0
1617985103.49939,41928222,0,0.1,0,0.08,352.88,352.89,0,0
1617985103.59935,42028182,0,0.1,0,0.08,352.88,352.89,0,0
1617985103.70014,42128975,0,0.1,0,0.08,352.88,352.89,0,0
1617985103.8001,42228935,0,0.1,0,0.08,352.88,352.89,0,0
1617985103.90006,42328895,0,0.1,0,0.09,352.88,352.89,0,0
1617985104.00002,42428855,0,0.1,0,0.09,352.88,352.89,0,0
1617985104.09998,42528815,0,0.1,0,0.09,352.88,352.89,0,0
1617985104.19994,42628775,0,0.1,0,0.08,352.88,352.89,0,0
1617985104.2999,42728735,0,0.1,0,0.09,352.88,352.89,0,0
1617985104.39986,42828695,0,0.1,0,0.08,352.88,352.89,0,0
1617985104.49982,42928655,0,0.1,0,0.08,352.88,352.89,0,0
1617985104.59978,43028615,0,0.1,0,0.08,352.87,352.88,0,0
1617985104.69974,43128575,0,0.1,0,0.08,352.87,352.88,0,0
1617985104.7997,43228535,0,0.1,0,0.08,352.87,352.88,0,0
1617985104.89966,43328495,0,0.1,0,0.08,352.87,352.88,0,0
1617985104.99962,43428455,0,0.1,0,0.08,352.87,352.88,0,0
1617985105.09958,43528415,0,0.1,0,0.08,352.87,352.88,0,0
1617985105.19954,43628375,0,0.1,0,0.08,352.87,352.88,0,0
1617985105.2995,43728335,0,0.1,0,0.08,352.87,352.88,0,0
1617985105.39946,43828295,0,0.1,0,0.08,352.87,352.88,0,0
1617985105.49942,43928255,0,0.1,0,0.08,352.87,352.88,0,0
1617985105.59938,44028215,0,0.1,0,0.08,352.87,352.88,0,0
1617985105.69934,44128175,0,0.1,0,0.08,352.87,352.88,0,0
1617985105.80013,44228968,0,0.09,0,0.08,352.87,352.88,0,0
1617985105.90009,44328928,0,0.09,0,0.08,352.87,352.88,0,0
1617985106.00005,44428888,0,0.09,0,0.07,352.87,352.88,0,0
1617985106.10001,44528848,0,0.09,0,0.07,352.87,352.88,0,0
1617985106.19997,44628808,0,0.09,0,0.07,352.87,352.88,0,0
1617985106.29993,44728768,0,0.09,0,0.07,352.87,352.88,0,0
1617985106.39989,44828728,0,0.09,0,0.07,352.87,352.88,0,0
1617985106.49985,44928688,0,0.09,0,0.07,352.87,352.88,0,0
1617985106.59981,45028648,0,0.09,0,0.07,352.87,352.88,0,0
1617985106.69977,45128608,0,0.09,0,0.07,352.87,352.88,0,0
1617985106.79973,45228568,0,0.09,0,0.07,352.87,352.88,0,0
1617985106.89969,45328528,0,0.09,0,0.07,352.87,352.88,0,0
1617985106.99965,45428488,0,0.09,0,0.07,352.87,352.88,0,0
1617985107.09961,45528448,0,0.09,0,0.07,352.87,352.88,0,0
1617985107.19957,45628408,0,0.08,0,0.07,352.87,352.88,0,0
1617985107.29953,45728368,0,0.08,0,0.07,352.87,352.88,0,0
1617985107.39949,45828328,0,0.08,0,0.07,352.87,352.88,0,0
1617985107.49945,45928288,0,0.08,0,0.07,352.87,352.88,0,0
1617985107.59941,46028248,0,0.08,0,0.07,352.87,352.88,0,0
1617985107.69937,46128208,0,0.08,0,0.07,352.87,352.88,0,0
1617985107.79933,46228168,0,0.08,0,0.07,352.87,352.88,0,0
1617985107.90012,46328961,0,0.08,0,0.07,352.87,352.88,0,0
1617985108.00008,46428921,0,0.08,0,0.07,352.87,352.88,0,0
1617985108.10004,46528881,0,0.08,0,0.07,352.87,352.88,0,0
1617985108.2,46628841,0,0.08,0,0.07,352.87,352.88,0,0
1617985108.29996,46728801,0,0.08,0,0.06,352.87,352.88,0,0
1617985108.39992,46828761,0,0.08,0,0.06,352.87,352.88,0,0
1617985108.49988,46928721,0,0.08,0,0.06,352.87,352.88,0,0
1617985108.59984,47028681,0,0.08,0,0.06,352.87,352.88,0,0
1617985108.6998,47128641,0,0.08,0,0.06,352.87,352.88,0,0
1617985108.79976,47228601,0,0.08,0,0.06,352.87,352.88,0,0
1617985108.89972,47328561,0,0.08,0,0.06,352.87,352.88,0,0
1617985108.99968,47428521,0,0.08,0,0.06,352.87,352.88,0,0
1617985109.09964,47528481,-0.07,0.08,-0.07,0.06,352.87,352.88,0,0
1617985109.1996,47628441,-0.03,0.08,-0.04,0.06,352.87,352.88,0,0
1617985109.29956,47728401,-0.05,0.08,-0.05,0.06,352.87,352.88,0,0
1617985109.39952,47828361,-0.1,0.08,-0.11,0.06,352.87,352.88,0,0
1617985109.49948,47928321,-0.15,0.08,-0.16,0.06,352.87,352.88,0,0
1617985109.59944,48028281,-0.18,0.08,-0.19,0.06,352.87,352.88,0,0
1617985109.6994,48128241,-0.21,0.08,-0.22,0.06,352.87,352.89,0,0
1617985109.79936,48228201,-0.23,0.08,-0.23,0.06,352.87,352.89,0,0
1617985109.89932,48328161,-0.25,0.08,-0.24,0.06,352.87,352.89,0,0
1617985110.00012,48428954,-0.27,0.08,-0.25,0.06,352.87,352.89,0,0
1617985110.10008,48528914,-0.28,0.08,-0.26,0.06,352.87,352.89,0,0
1617985110.20004,48628874,-0.29,0.08,-0.29,0.06,352.87,352.89,0,0
1617985110.3,48728834,-0.3,0.08,-0.31,0.07,352.87,352.89,0,0
1617985110.39996,48828794,-0.32,0.08,-0.34,0.07,352.87,352.89,0,0
1617985110.49992,48928754,-0.33,0.08,-0.37,0.07,352.87,352.89,0,0
1617985110.59988,49028714,-0.36,0.08,-0.38,0.07,352.87,352.89,0,0
1617985110.69984,49128674,-0.39,-0.02,-0.39,-0.02,352.87,352.89,0,0
1617985110.7998,49228634,-0.4,-0.29,-0.38,-0.27,352.87,352.89,0,0
